

🇨🇳中国港澳👉春盈,#genre#
凤凰资讯,http://101.204.222.155:8000/udp/239.93.0.118:2191
凤凰资讯,http://101.204.222.155:8000/udp/239.93.1.4:2191
星空,http://101.204.222.155:8000/udp/239.93.0.156:2193
湖南卫视,http://117.175.185.226:4088/rtp/239.11.0.119:5140
浙江卫视,http://117.175.185.226:4088/rtp/239.11.0.70:5140
江苏卫视,http://117.175.185.226:4088/rtp/239.11.0.76:5140
北京卫视,http://117.175.185.226:4088/rtp/239.11.0.121:5140
江西卫视,http://117.175.185.226:4088/rtp/239.11.0.42:5140
广东卫视,http://117.175.185.226:4088/rtp/239.11.0.115:5140
深圳卫视,http://117.175.185.226:4088/rtp/239.11.0.71:5140
东方卫视,http://117.175.185.226:4088/rtp/239.11.0.68:5140
海南卫视,http://117.175.185.226:4088/rtp/239.11.0.193:5140
天津卫视,http://117.175.185.226:4088/rtp/239.11.0.123:5140
重庆卫视,http://117.175.185.226:4088/rtp/239.11.0.116:5140
辽宁卫视,http://117.175.185.226:4088/rtp/239.11.0.118:5140
东南卫视,http://117.175.185.226:4088/rtp/239.11.0.41:5140
广西卫视,http://117.175.185.226:4088/rtp/239.11.0.48:5140
河北卫视,http://117.175.185.226:4088/rtp/239.11.0.31:5140
山西卫视,http://117.175.185.226:4088/rtp/239.11.0.32:5140
陕西卫视,http://117.175.185.226:4088/rtp/239.11.0.54:5140
贵州卫视,http://117.175.185.226:4088/rtp/239.11.0.51:5140
湖北卫视,http://117.175.185.226:4088/rtp/239.11.0.74:5140
青海卫视,http://117.175.185.226:4088/rtp/239.11.0.56:5140
河南卫视,http://117.175.185.226:4088/rtp/239.11.0.44:5140
山东卫视,http://117.175.185.226:4088/rtp/239.11.0.73:5140
安徽卫视,http://117.175.185.226:4088/rtp/239.11.0.117:5140
宁夏卫视,http://117.175.185.226:4088/rtp/239.11.0.57:5140
甘肃卫视,http://117.175.185.226:4088/rtp/239.11.0.55:5140
西藏卫视,http://117.175.185.226:4088/rtp/239.11.0.53:5140
内蒙古卫视,http://117.175.185.226:4088/rtp/239.11.0.33:5140
吉林卫视,http://117.175.185.226:4088/rtp/239.11.0.35:5140
新疆卫视,http://117.175.185.226:4088/rtp/239.11.0.58:5140
兵团卫视,http://117.175.185.226:4088/rtp/239.11.0.204:5140
云南卫视,http://117.175.185.226:4088/rtp/239.11.0.52:5140
黑龙江卫视,http://117.175.185.226:4088/rtp/239.11.0.36:5140
金鹰卡通,http://117.175.185.226:4088/rtp/239.11.0.127:5140
卡酷少儿,http://117.175.185.226:4088/rtp/239.11.0.129:5140
嘉佳卡通,http://117.175.185.226:4088/rtp/239.11.0.203:5140
优漫卡通,http://117.175.185.226:4088/rtp/239.11.0.63:5140
哈哈炫动,http://117.175.185.226:4088/rtp/239.11.0.64:5140
卡通动画,http://117.175.185.226:4088/rtp/239.11.0.181:5140
金色童年,http://117.175.185.226:4088/rtp/239.11.0.182:5140
优视影院,http://117.175.185.226:4088/rtp/239.11.0.172:5140
经典影视,http://117.175.185.226:4088/rtp/239.11.0.173:5140
热播剧场,http://117.175.185.226:4088/rtp/239.11.0.171:5140
古装剧场,http://117.175.185.226:4088/rtp/239.11.0.141:5140
动作电影,http://117.175.185.226:4088/rtp/239.11.0.142:5140
军旅剧场,http://117.175.185.226:4088/rtp/239.11.0.143:5140
惊悚悬疑,http://117.175.185.226:4088/rtp/239.11.0.144:5140
热播精选,http://117.175.185.226:4088/rtp/239.11.0.145:5140
武博世界,http://117.175.185.226:4088/rtp/239.11.0.146:5140
精品综合,http://117.175.185.226:4088/rtp/239.11.0.147:5140
爱情喜剧,http://117.175.185.226:4088/rtp/239.11.0.149:5140
精品大剧,http://117.175.185.226:4088/rtp/239.11.0.150:5140
中国功夫,http://117.175.185.226:4088/rtp/239.11.0.151:5140
金牌综艺,http://117.175.185.226:4088/rtp/239.11.0.152:5140
军事评论,http://117.175.185.226:4088/rtp/239.11.0.136:5140
舞蹈世界,http://117.175.185.226:4088/rtp/239.11.0.174:5140
电影天地,http://117.175.185.226:4088/rtp/239.11.0.177:5140
经典剧场,http://117.175.185.226:4088/rtp/239.11.0.178:5140
家庭影院,http://117.175.185.226:4088/rtp/239.11.0.179:5140
第一电影,http://117.175.185.226:4088/rtp/239.11.0.180:5140
文化教育,http://117.175.185.226:4088/rtp/239.11.0.183:5140
风云体育,http://117.175.185.226:4088/rtp/239.11.0.184:5140

📡浙江专线👉电信,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$浙江官方
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$浙江官方
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$浙江官方
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$浙江官方
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?$浙江官方
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?$浙江官方
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$浙江官方
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$浙江官方
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8?$浙江官方
之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?$浙江官方
钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?$浙江官方
浙江经济生活,http://101.68.81.44:9999/rtp/233.50.201.133:5140
浙江教育,http://101.68.81.44:9999/rtp/233.50.201.134:5140
浙江民生,http://101.68.81.44:9999/rtp/233.50.201.136:5140
浙江news,http://101.68.81.44:9999/rtp/233.50.201.137:5140
浙江少儿,http://101.68.81.44:9999/rtp/233.50.201.138:5140
浙江卫视,http://101.68.81.44:9999/rtp/233.50.201.100:5140
钱江频道,http://101.68.81.44:9999/rtp/233.50.201.132:5140
杭州1综合,http://101.68.81.44:9999/rtp/233.50.201.173:5140
杭州2明珠,http://101.68.81.44:9999/rtp/233.50.201.174:5140
杭州3生活,http://101.68.81.44:9999/rtp/233.50.201.175:5140
杭州4影视,http://101.68.81.44:9999/rtp/233.50.201.176:5140
杭州5青少,http://101.68.81.44:9999/rtp/233.50.201.177:5140
杭州导视,http://101.68.81.44:9999//rtp/233.50.201.182:5140
极速汽车,http://101.68.81.44:9999/rtp/233.50.201.208:5140
宁波TV1,http://101.68.81.44:9999/rtp/233.50.201.168:5140
宁波TV2,http://101.68.81.44:9999/rtp/233.50.201.178:5140
宁波TV3,http://101.68.81.44:9999/rtp/233.50.201.179:5140
宁波TV4,http://101.68.81.44:9999/rtp/233.50.201.180:5140
宁波TV5,http://101.68.81.44:9999/rtp/233.50.201.181:5140
凤凰卫视中文,http://101.68.81.44:9999/rtp/233.50.200.191:5140
凤凰卫视资讯,http://101.68.81.44:9999/rtp/233.50.200.192:5140
温州新闻,http://101.68.81.44:9999/rtp/233.50.201.87:5140
衢州新闻,http://101.68.81.44:9999/rtp/233.50.201.155:5140
绍兴新闻,http://101.68.81.44:9999/rtp/233.50.201.156:5140
台州-1,http://101.68.81.44:9999/rtp/233.50.201.157:5140
湖州公共,http://101.68.81.44:9999/rtp/233.50.201.158:5140
金华新闻,http://101.68.81.44:9999/rtp/233.50.201.161:5140
丽水新闻,http://101.68.81.44:9999/rtp/233.50.201.162:5140
嘉兴新闻,http://101.68.81.44:9999/rtp/233.50.201.163:5140
桐乡新闻,http://101.68.81.44:9999/rtp/233.50.201.169:5140
杭州导视,http://101.68.81.44:9999/rtp/233.50.201.182:5140
之江记录,http://101.68.81.44:9999/rtp/233.50.202.25:5140
优优宝贝,http://101.68.81.44:9999/rtp/233.50.202.24:5140
YMG新闻,http://101.68.81.44:9999//rtp/233.50.201.159:5140
法制天地,http://101.68.81.44:9999/rtp/233.50.201.191:5140
深圳卫视,http://101.68.81.44:9999/rtp/233.50.201.101:5140
广东卫视,http://101.68.81.44:9999/rtp/233.50.201.102:5140
湖南卫视,http://101.68.81.44:9999/rtp/233.50.201.103:5140
天津卫视,http://101.68.81.44:9999/rtp/233.50.201.104:5140
山东卫视,http://101.68.81.44:9999/rtp/233.50.201.105:5140
江苏卫视,http://101.68.81.44:9999/rtp/233.50.201.106:5140
北京卫视,http://101.68.81.44:9999/rtp/233.50.201.107:5140
四川卫视,http://101.68.81.44:9999/rtp/233.50.201.139:5140
河北卫视,http://101.68.81.44:9999/rtp/233.50.201.140:5140
辽宁卫视,http://101.68.81.44:9999/rtp/233.50.201.141:5140
贵州卫视,http://101.68.81.44:9999/rtp/233.50.201.142:5140
重庆卫视,http://101.68.81.44:9999/rtp/233.50.201.143:5140
河南卫视,http://101.68.81.44:9999/rtp/233.50.201.144:5140

📡云南专线👉移动,#genre#
云南都市,http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8?$云南昆明移动
云南娱乐,http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8?$云南昆明移动
云南康旅,http://tvlive.ynradio.com/live/yunnangonggong/chunks.m3u8?$云南昆明移动
云南少儿,http://tvlive.ynradio.com/live/yunnanshaoer/chunks.m3u8?$云南昆明移动
云南国际,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8?$云南昆明移动
镇雄电视,http://livebroadcast.ccwb.cn/live/w1606722098119972.m3u8
麻栗坡电视,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund?$云南红河双线
文山州新闻,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
怒江综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
新平综合,http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8
彝良综合,http://livebroadcast.ccwb.cn/live/w1606370492402991.m3u8
镇雄电视,http://livebroadcast.ccwb.cn/live/w1606722098119972.m3u8
宾川电视,http://live.bcrmtzx.com/tv01/sd/live.m3u8
云南卫视,http://220.164.192.48:50085/tsfile/live/0019_1.m3u8
都市频道,http://220.164.192.48:50085/tsfile/live/0119_1.m3u8
娱乐频道,http://220.164.192.48:50085/tsfile/live/1000_1.m3u8
影视频道,http://220.164.192.48:50085/tsfile/live/1001_1.m3u8
公共频道,http://220.164.192.48:50085/tsfile/live/1002_1.m3u8
少人频道,http://220.164.192.48:50085/tsfile/live/0124_1.m3u8
浙江卫视,http://220.164.192.48:50085/tsfile/live/0127_1.m3u8
江苏卫视,http://220.164.192.48:50085/tsfile/live/0128_1.m3u8
湖南卫视,http://220.164.192.48:50085/tsfile/live/0107_1.m3u8
上海东方卫视,http://220.164.192.48:50085/tsfile/live/0122_1.m3u8
北京卫视,http://220.164.192.48:50085/tsfile/live/0135_1.m3u8
天津卫视,http://220.164.192.48:50085/tsfile/live/0130_1.m3u8
安徽卫视,http://220.164.192.48:50085/tsfile/live/0126_1.m3u8
深圳卫视,http://220.164.192.48:50085/tsfile/live/0142_1.m3u8
重庆卫视,http://220.164.192.48:50085/tsfile/live/0131_1.m3u8
山东卫视,http://220.164.192.48:50085/tsfile/live/0121_1.m3u8
辽林卫视,http://220.164.192.48:50085/tsfile/live/0132_1.m3u8
湖北卫视,http://220.164.192.48:50085/tsfile/live/0123_1.m3u8
四川卫视,http://220.164.192.48:50085/tsfile/live/0143_1.m3u8
黑龙江,http://220.164.192.48:50085/tsfile/live/0138_1.m3u8
福建东南卫视,http://220.164.192.48:50085/tsfile/live/0120_1.m3u8
贵州卫视,http://220.164.192.48:50085/tsfile/live/0125_1.m3u8
广东卫视,http://220.164.192.48:50085/tsfile/live/0139_1.m3u8
河南卫视,http://220.164.192.48:50085/tsfile/live/0116_1.m3u8
吉林卫视,http://220.164.192.48:50085/tsfile/live/0118_1.m3u8
山西卫视,http://220.164.192.48:50085/tsfile/live/0117_1.m3u8
河北卫视,http://220.164.192.48:50085/tsfile/live/0113_1.m3u8
广西卫视,http://220.164.192.48:50085/tsfile/live/0112_1.m3u8
陕西卫视,http://220.164.192.48:50085/tsfile/live/0136_1.m3u8
甘肃卫视,http://220.164.192.48:50085/tsfile/live/0141_1.m3u8
青海卫视,http://220.164.192.48:50085/tsfile/live/0140_1.m3u8
内蒙古,http://220.164.192.48:50085/tsfile/live/0109_1.m3u8
新疆卫视,http://220.164.192.48:50085/tsfile/live/0111_1.m3u8
海南卫视,http://220.164.192.48:50085/tsfile/live/1003_1.m3u8
厦门卫视,http://220.164.192.48:50085/tsfile/live/1004_1.m3u8
大亚湾区卫视,http://220.164.192.48:50085/tsfile/live/0115_1.m3u8

📡甘肃专线👉电信,#genre#
兰州文旅,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000330/index.m3u8??$甘肃移动V6
兰州新闻,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000328/index.m3u8??$甘肃移动V6

📡海南专线👉电信,#genre#
海南新闻,http://vip.syzkgg.com:8686/rtp/239.253.64.121:5140?$海南三亚电信
海南文旅,http://vip.syzkgg.com:8686/rtp/239.253.64.122:5140?$海南三亚电信
海南自贸,http://vip.syzkgg.com:8686/rtp/239.253.64.119:5140?$海南三亚电信
海南少儿,http://vip.syzkgg.com:8686/rtp/239.253.64.124:5140?$海南三亚电信
五星体育,http://vip.syzkgg.com:8686/rtp/239.253.64.190:5140?$海南三亚电信
白沙电视,http://vip.syzkgg.com:8686/rtp/239.253.64.118:5140?$海南三亚电信
保亭电视,http://vip.syzkgg.com:8686/rtp/239.253.64.159:5140?$海南三亚电信
澄迈电视,http://vip.syzkgg.com:8686/rtp/239.253.64.109:5140?$海南三亚电信
儋州电视,http://vip.syzkgg.com:8686/rtp/239.253.64.107:5140?$海南三亚电信
东方电视,http://vip.syzkgg.com:8686/rtp/239.253.64.111:5140?$海南三亚电信
定安电视,http://vip.syzkgg.com:8686/rtp/239.253.64.110:5140?$海南三亚电信
临高电视,http://vip.syzkgg.com:8686/rtp/239.253.64.155:5140?$海南三亚电信
陵水电视,http://vip.syzkgg.com:8686/rtp/239.253.64.116:5140?$海南三亚电信
琼海电视,http://vip.syzkgg.com:8686/rtp/239.253.64.106:5140?$海南三亚电信
琼中电视,http://vip.syzkgg.com:8686/rtp/239.253.64.165:5140?$海南三亚电信
三亚电视,http://vip.syzkgg.com:8686/rtp/239.253.64.152:5140?$海南三亚电信
昌江电视,http://vip.syzkgg.com:8686/rtp/239.253.64.108:5140?$海南三亚电信
屯昌电视,http://vip.syzkgg.com:8686/rtp/239.253.64.117:5140?$海南三亚电信
万宁综合,http://vip.syzkgg.com:8686/rtp/239.253.64.167:5140?$海南三亚电信
文晶电视,http://vip.syzkgg.com:8686/rtp/239.253.64.105:5140?$海南三亚电信
五指山电视,http://vip.syzkgg.com:8686/rtp/239.253.64.69:5140?$海南三亚电信

海南新闻,http://piero96.x3322.net:554/rtp/239.253.64.121:5140?$海口电信组播
海南文旅,http://piero96.x3322.net:554/rtp/239.253.64.122:5140?$海口电信组播
海南自贸,http://piero96.x3322.net:554/rtp/239.253.64.119:5140?$海口电信组播
海南少儿,http://piero96.x3322.net:554/rtp/239.253.64.124:5140?$海口电信组播
五星体育,http://piero96.x3322.net:554/rtp/239.253.64.190:5140?$海口电信组播
白沙电视,http://piero96.x3322.net:554/rtp/239.253.64.118:5140?$海口电信组播
保亭电视,http://piero96.x3322.net:554/rtp/239.253.64.159:5140?$海口电信组播
澄迈电视,http://piero96.x3322.net:554/rtp/239.253.64.109:5140?$海口电信组播
儋州电视,http://piero96.x3322.net:554/rtp/239.253.64.107:5140?$海口电信组播
东方电视,http://piero96.x3322.net:554/rtp/239.253.64.111:5140?$海口电信组播
定安电视,http://piero96.x3322.net:554/rtp/239.253.64.110:5140?$海口电信组播
临高电视,http://piero96.x3322.net:554/rtp/239.253.64.155:5140?$海口电信组播
陵水电视,http://piero96.x3322.net:554/rtp/239.253.64.116:5140?$海口电信组播
琼海电视,http://piero96.x3322.net:554/rtp/239.253.64.106:5140?$海口电信组播
琼中电视,http://piero96.x3322.net:554/rtp/239.253.64.165:5140?$海口电信组播
三亚电视,http://piero96.x3322.net:554/rtp/239.253.64.152:5140?$海口电信组播
昌江电视,http://piero96.x3322.net:554/rtp/239.253.64.108:5140?$海口电信组播
屯昌电视,http://piero96.x3322.net:554/rtp/239.253.64.117:5140?$海口电信组播
万宁综合,http://piero96.x3322.net:554/rtp/239.253.64.167:5140?$海口电信组播
文晶电视,http://piero96.x3322.net:554/rtp/239.253.64.105:5140?$海口电信组播
五指山电视,http://piero96.x3322.net:554/rtp/239.253.64.69:5140?$海口电信组播

📡河南专线👉电信,#genre#信
河南卫视高清,http://61.163.181.78:9901/tsfile/live/1034_1.m3u8
河南都市频道,http://61.163.181.78:9901/tsfile/live/1004_1.m3u8
河南民生频道,http://61.163.181.78:9901/tsfile/live/1005_1.m3u8
河南法制频道,http://61.163.181.78:9901/tsfile/live/1006_1.m3u8
河南电视剧频道,http://61.163.181.78:9901/tsfile/live/1007_1.m3u8
河南新闻频道,http://61.163.181.78:9901/tsfile/live/1008_1.m3u8
河南梨园频道,http://61.163.181.78:9901/tsfile/live/1016_1.m3u8
周口电视台1,http://61.163.181.78:9901/tsfile/live/1018_1.m3u8
浙江卫视高清,http://61.163.181.78:9901/tsfile/live/1035_1.m3u8
湖南卫视高清,http://61.163.181.78:9901/tsfile/live/1045_1.m3u8
东方卫视高清,http://61.163.181.78:9901/tsfile/live/1036_1.m3u8
江苏卫视高清,http://61.163.181.78:9901/tsfile/live/1044_1.m3u8
安徽卫视高清,http://61.163.181.78:9901/tsfile/live/1038_1.m3u8
北京卫视高清,http://61.163.181.78:9901/tsfile/live/1043_1.m3u8
深圳卫视高清,http://61.163.181.78:9901/tsfile/live/1041_1.m3u8
重庆卫视频道,http://61.163.181.78:9901/tsfile/live/0142_1.m3u8
经典电影频道,http://61.163.181.78:9901/tsfile/live/1059_1.m3u8

📡河北专线👉联通,#genre#
河北都市,http://60.10.135.181:555/rtp/239.253.92.172:6002?$河北联通主力线
河北公共,http://60.10.135.181:555/rtp/239.253.92.175:6005?$河北联通主力线
河北经济,http://60.10.135.181:555/rtp/239.253.92.171:6001?$河北联通主力线
河北农民,http://60.10.135.181:555/rtp/239.253.92.176:6006?$河北联通主力线
河北影视,http://60.10.135.181:555/rtp/239.253.92.173:6003?$河北联通主力线
河北少儿,http://60.10.135.181:555/rtp/239.253.92.174:6004?$河北联通主力线

唐山公共,http://60.10.135.181:555/rtp/239.253.92.128:6028?$河北联通主力线
唐山影视,http://60.10.135.181:555/rtp/239.253.92.127:6027?$河北联通主力线
唐山新闻,http://60.10.135.181:555/rtp/239.253.92.245:6089?$河北联通主力线
唐山生活,http://60.10.135.181:555/rtp/239.253.92.126:6026?$河北联通主力线
保定公共,http://60.10.135.181:555/rtp/239.253.93.4:6157?$河北联通主力线
保定新闻,http://60.10.135.181:555/rtp/239.253.93.2:6153?$河北联通主力线
保定生活,http://60.10.135.181:555/rtp/239.253.93.5:6158?$河北联通主力线
石家庄娱乐,http://60.10.135.181:555/rtp/239.253.92.93:8120?$河北联通主力线
石家庄新闻,http://60.10.135.181:555/rtp/239.253.92.149:6035?$河北联通主力线
石家庄生活,http://60.10.135.181:555/rtp/239.253.92.94:8121?$河北联通主力线
石家庄都市,http://60.10.135.181:555/rtp/239.253.92.95:8122?$河北联通主力线
秦皇岛新闻,http://60.10.135.181:555/rtp/239.253.92.52:6021?$河北联通主力线
秦皇岛公共,http://60.10.135.181:555/rtp/239.253.92.53:6022?$河北联通主力线
秦皇岛影视,http://60.10.135.181:555/rtp/239.253.92.54:6023?$河北联通主力线
邯郸公共,http://60.10.135.181:555/rtp/239.253.93.12:6165?$河北联通主力线
邯山综合,http://60.10.135.181:555/rtp/239.253.93.146:6314?$河北联通主力线
三河综合,http://60.10.135.181:555/rtp/239.253.93.143:6311?$河北联通主力线
东光综合,http://60.10.135.181:555/rtp/239.253.93.96:6262?$河北联通主力线
丰南电视,http://60.10.135.181:555/rtp/239.253.92.231:6070?$河北联通主力线
丰宁综合,http://60.10.135.181:555/rtp/239.253.93.210:6388?$河北联通主力线
丰润新闻,http://60.10.135.181:555/rtp/239.253.92.252:6156?$河北联通主力线
临城新闻,http://60.10.135.181:555/rtp/239.253.93.167:6335?$河北联通主力线
临西综合,http://60.10.135.181:555/rtp/239.253.94.29:6628?$河北联通主力线
乐亭融媒,http://60.10.135.181:555/rtp/239.253.93.250:6290?$河北联通主力线
井陉综合,http://60.10.135.181:555/rtp/239.253.93.205:6383?$河北联通主力线
任泽电视,http://60.10.135.181:555/rtp/239.253.93.145:6313?$河北联通主力线
元氏电视,http://60.10.135.181:555/rtp/239.253.92.142:6040?$河北联通主力线
兴隆综合,http://60.10.135.181:555/rtp/239.253.93.104:6271?$河北联通主力线
内丘电视,http://60.10.135.181:555/rtp/239.253.93.102:6268?$河北联通主力线
南和综合,http://60.10.135.181:555/rtp/239.253.93.80:6246?$河北联通主力线
南宫电视,http://60.10.135.181:555/rtp/239.253.93.48:6201?$河北联通主力线
卢龙电视,http://60.10.135.181:555/rtp/239.253.93.206:6384?$河北联通主力线
双滦新闻,http://60.10.135.181:555/rtp/239.253.92.147:6224?$河北联通主力线
吴桥综合,http://60.10.135.181:555/rtp/239.253.93.169:6337?$河北联通主力线
唐县综合,http://60.10.135.181:555/rtp/239.253.93.30:6183?$河北联通主力线
固安综合,http://60.10.135.181:555/rtp/239.253.93.109:6276?$河北联通主力线
大厂融媒,http://60.10.135.181:555/rtp/239.253.92.253:6244?$河北联通主力线
大名新闻,http://60.10.135.181:555/rtp/239.253.93.186:6354?$河北联通主力线
大成电视,http://60.10.135.181:555/rtp/239.253.92.230:6068?$河北联通主力线
宁普电视,http://60.10.135.181:555/rtp/239.253.93.51:6204?$河北联通主力线
安平综合,http://60.10.135.181:555/rtp/239.253.93.36:6189?$河北联通主力线
安新综合,http://60.10.135.181:555/rtp/239.253.93.107:6274?$河北联通主力线
定兴电视,http://60.10.135.181:555/rtp/239.253.93.14:6167?$河北联通主力线
定州新闻,http://60.10.135.181:555/rtp/239.253.93.95:6260?$河北联通主力线
宽城综合,http://60.10.135.181:555/rtp/239.253.93.117:6019?$河北联通主力线
尚义电视,http://60.10.135.181:555/rtp/239.253.93.163:6331?$河北联通主力线
崇礼融媒,http://60.10.135.181:555/rtp/239.253.93.147:6315?$河北联通主力线
巨鹿新闻,http://60.10.135.181:555/rtp/239.253.92.254:6449?$河北联通主力线
平乡电视,http://60.10.135.181:555/rtp/239.253.93.53:6206?$河北联通主力线
平泉综合,http://60.10.135.181:555/rtp/239.253.92.156:6012?$河北联通主力线
广宗电视,http://60.10.135.181:555/rtp/239.253.93.50:6203?$河北联通主力线
广平新闻,http://60.10.135.181:555/rtp/239.253.93.66:6231?$河北联通主力线
康保综合,http://60.10.135.181:555/rtp/239.253.93.165:6333?$河北联通主力线
廓坊公共,http://60.10.135.181:555/rtp/239.253.92.121:6015?$河北联通主力线
廓坊新闻,http://60.10.135.181:555/rtp/239.253.92.164:6036?$河北联通主力线
张北电视,http://60.10.135.181:555/rtp/239.253.93.159:6327?$河北联通主力线
张家口公共,http://60.10.135.181:555/rtp/239.253.92.226:8116?$河北联通主力线
张家口新闻,http://60.10.135.181:555/rtp/239.253.92.225:8115?$河北联通主力线
徐水电视,http://60.10.135.181:555/rtp/239.253.93.182:6350?$河北联通主力线
成安综合,http://60.10.135.181:555/rtp/239.253.93.178:6346?$河北联通主力线
承德公共,http://60.10.135.181:555/rtp/239.253.92.223:8113?$河北联通主力线
承德新闻,http://60.10.135.181:555/rtp/239.253.92.222:8112?$河北联通主力线
承德电视,http://60.10.135.181:555/rtp/239.253.94.28:6627?$河北联通主力线
抚宁电视,http://60.10.135.181:555/rtp/239.253.93.201:6379?$河北联通主力线
故城电视,http://60.10.135.181:555/rtp/239.253.93.161:6329?$河北联通主力线
文安电视,http://60.10.135.181:555/rtp/239.253.93.111:6278?$河北联通主力线
无极新闻,http://60.10.135.181:555/rtp/239.253.92.138:6222?$河北联通主力线
昌黎电视,http://60.10.135.181:555/rtp/239.253.92.109:6217?$河北联通主力线
晋州综合,http://60.10.135.181:555/rtp/239.253.93.156:6324?$河北联通主力线
景县综合,http://60.10.135.181:555/rtp/239.253.93.38:6191?$河北联通主力线
曲周新闻,http://60.10.135.181:555/rtp/239.253.93.54:6207?$河北联通主力线
曲阳电视,http://60.10.135.181:555/rtp/239.253.93.31:6184?$河北联通主力线
望都电视,http://60.10.135.181:555/rtp/239.253.93.32:6185?$河北联通主力线
枣强综合,http://60.10.135.181:555/rtp/239.253.93.166:6334?$河北联通主力线
柏乡综合,http://60.10.135.181:555/rtp/239.253.93.171:6339?$河北联通主力线
栾城电视,http://60.10.135.181:555/rtp/239.253.92.187:6051?$河北联通主力线
武安新闻,http://60.10.135.181:555/rtp/239.253.93.62:6215?$河北联通主力线
武强融媒,http://60.10.135.181:555/rtp/239.253.93.79:6245?$河北联通主力线
永清电视,http://60.10.135.181:555/rtp/239.253.93.172:6340?$河北联通主力线
沙河综合,http://60.10.135.181:555/rtp/239.253.93.179:6347?$河北联通主力线
沧州公共,http://60.10.135.181:555/rtp/239.253.92.122:6016?$河北联通主力线
沧州影视,http://60.10.135.181:555/rtp/239.253.92.123:6017?$河北联通主力线
沧州新闻,http://60.10.135.181:555/rtp/239.253.92.121:6015?$河北联通主力线
涉县综合,http://60.10.135.181:555/rtp/239.253.93.106:6273?$河北联通主力线
涞水电视,http://60.10.135.181:555/rtp/239.253.93.16:6169?$河北联通主力线
涞水电视,http://60.10.135.181:555/rtp/239.253.93.17:6170?$河北联通主力线
涞源综合,http://60.10.135.181:555/rtp/239.253.93.22:6175?$河北联通主力线
涿州电视,http://60.10.135.181:555/rtp/239.253.93.27:6180?$河北联通主力线
涿鹿电视,http://60.10.135.181:555/rtp/239.253.93.181:6349?$河北联通主力线
深州综合,http://60.10.135.181:555/rtp/239.253.93.42:6195?$河北联通主力线
深泽综合,http://60.10.135.181:555/rtp/239.253.94.31:6630?$河北联通主力线
满城新闻,http://60.10.135.181:555/rtp/239.253.93.19:6172?$河北联通主力线
滦南综合,http://60.10.135.181:555/rtp/239.253.92.218:6100?$河北联通主力线
滦州综合,http://60.10.135.181:555/rtp/239.253.92.97:6138?$河北联通主力线
滦平新闻,http://60.10.135.181:555/rtp/239.253.92.100:6142?$河北联通主力线
玉田综合,http://60.10.135.181:555/rtp/239.253.92.118:6133?$河北联通主力线
盐山综合,http://60.10.135.181:555/rtp/239.253.93.144:6312?$河北联通主力线
矿区电视,http://60.10.135.181:555/rtp/239.253.92.215:6067?$河北联通主力线
翼州综合,http://60.10.135.181:555/rtp/239.253.93.34:6187?$河北联通主力线
肃宁电视,http://60.10.135.181:555/rtp/239.253.93.152:6320?$河北联通主力线
衡水公共,http://60.10.135.181:555/rtp/239.253.93.7:6160?$河北联通主力线
衡水新闻,http://60.10.135.181:555/rtp/239.253.93.3:6154?$河北联通主力线
赞皇电视,http://60.10.135.181:555/rtp/239.253.92.12:6042?$河北联通主力线
赤城电视,http://60.10.135.181:555/rtp/239.253.93.160:6328?$河北联通主力线
赵县电视,http://60.10.135.181:555/rtp/239.253.93.140:6308?$河北联通主力线
辽西综合,http://60.10.135.181:555/rtp/239.253.92.247:6091?$河北联通主力线
迁安综合,http://60.10.135.181:555/rtp/239.253.93.113:6280?$河北联通主力线
遵化综合,http://60.10.135.181:555/rtp/239.253.93.177:6345?$河北联通主力线
邢台城市,http://60.10.135.181:555/rtp/239.253.93.10:6163?$河北联通主力线
邢台综合,http://60.10.135.181:555/rtp/239.253.93.8:6161?$河北联通主力线
邯郸科技,http://60.10.135.181:555/rtp/239.253.93.13:6166?$河北联通主力线
